Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch
50,20,RL,66.0,7742,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,3.0,763.0,2.0,0.0,192.0,955.0,GasA,10,1,5.0,955,0,0,955,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1966.0,2,1.0,386.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,1,2007,WD,Normal,127000,0,0
51,60,RL,,13869,Pave,nan,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,3,10.0,182.0,2.0,0.0,612.0,794.0,GasA,7,1,5.0,794,676,0,1470,0.0,1.0,2,0,3,1,5,6,10,0,nan,Attchd,1997.0,5,2.0,388.0,5,5,3,0,75,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,177000,75,75
52,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,1,2.0,0.0,2.0,0.0,816.0,816.0,GasA,5,1,5.0,816,0,360,1176,0.0,0.0,1,0,3,1,5,6,10,1,Gd,Detchd,1985.0,2,2.0,528.0,5,5,3,112,0,0,0,0,0,0,3,Shed,400,9,2006,WD,Normal,114500,112,112
53,90,RM,110.0,8472,Grvl,nan,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,5,CBlock,7,5,4,1.0,104.0,10.0,712.0,0.0,816.0,GasA,5,0,5.0,816,0,0,816,1.0,0.0,1,0,2,1,5,5,10,0,nan,CarPort,1963.0,2,2.0,516.0,5,5,3,106,0,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,110000,106,106
54,20,RL,68.0,50271,Pave,nan,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,7,5,CBlock,10,5,4,10.0,1810.0,2.0,0.0,32.0,1842.0,GasA,7,1,5.0,1842,0,0,1842,2.0,0.0,0,1,0,1,7,5,10,1,Gd,Attchd,1981.0,5,3.0,894.0,5,5,3,857,72,0,0,0,0,0,0,nan,0,11,2006,WD,Normal,385000,929,929
55,80,RL,60.0,7134,Pave,nan,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.0,384.0,2.0,0.0,0.0,384.0,GasA,5,1,5.0,1360,0,0,1360,0.0,0.0,1,0,3,1,5,6,8,1,TA,Detchd,1962.0,2,2.0,572.0,5,5,3,0,50,0,0,0,0,0,3,nan,0,2,2007,WD,Normal,130000,50,50
56,20,RL,100.0,10175,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,5,5,CBlock,5,5,1,3.0,490.0,2.0,0.0,935.0,1425.0,GasA,7,1,5.0,1425,0,0,1425,0.0,0.0,2,0,3,1,5,7,10,1,Gd,Attchd,1964.0,3,2.0,576.0,5,5,3,0,0,0,407,0,0,0,0,nan,0,7,2008,WD,Normal,180500,407,407
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,7,5,PConc,7,5,1,10.0,649.0,2.0,0.0,321.0,970.0,GasA,10,1,5.0,983,756,0,1739,1.0,0.0,2,1,3,1,7,7,10,0,nan,Attchd,1999.0,5,2.0,480.0,5,5,3,115,0,0,0,0,0,0,0,nan,0,8,2009,WD,Abnorml,172500,115,115
58,60,RL,89.0,11645,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,860.0,860.0,GasA,10,1,5.0,860,860,0,1720,0.0,0.0,2,1,3,1,7,7,10,0,nan,Attchd,2004.0,3,2.0,565.0,5,5,3,0,70,0,0,0,0,0,0,nan,0,8,2006,WD,Normal,196500,70,70
59,60,RL,66.0,13682,Pave,nan,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,10,5,PConc,10,5,4,2.0,0.0,2.0,0.0,1410.0,1410.0,GasA,10,1,5.0,1426,1519,0,2945,0.0,0.0,3,1,3,1,7,10,10,1,Gd,BuiltIn,2006.0,5,3.0,641.0,5,5,3,192,0,37,0,0,0,0,0,nan,0,10,2006,New,Partial,438780,229,229
60,20,RL,60.0,7200,Pave,nan,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,3,5.0,632.0,2.0,0.0,148.0,780.0,GasA,10,1,5.0,780,0,0,780,0.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1973.0,2,1.0,352.0,5,5,3,196,0,0,0,0,0,0,3,nan,0,1,2008,WD,Normal,124900,196,196
61,20,RL,63.0,13072,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,1,5.0,941.0,2.0,0.0,217.0,1158.0,GasA,10,1,5.0,1158,0,0,1158,1.0,0.0,1,1,3,1,7,5,10,0,nan,Detchd,2006.0,2,2.0,576.0,5,5,3,0,50,0,0,0,0,0,0,nan,0,5,2006,New,Partial,158000,50,50
62,75,RM,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,3,1,2.0,0.0,2.0,0.0,530.0,530.0,GasA,5,0,5.0,581,530,0,1111,0.0,0.0,1,0,3,1,3,6,10,0,nan,Detchd,1935.0,2,1.0,288.0,5,5,2,0,0,144,0,0,0,0,0,nan,0,3,2007,WD,Normal,101000,144,144
63,120,RL,44.0,6442,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,7,5,PConc,7,7,2,10.0,24.0,2.0,0.0,1346.0,1370.0,GasA,10,1,5.0,1370,0,0,1370,0.0,0.0,2,0,2,1,7,6,10,1,Gd,Attchd,2006.0,3,2.0,484.0,5,5,3,120,49,0,0,0,0,0,0,nan,0,10,2007,WD,Normal,202500,169,169
64,70,RM,50.0,10300,Pave,nan,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,576.0,576.0,GasA,7,1,5.0,902,808,0,1710,0.0,0.0,2,0,3,1,5,9,10,0,nan,Detchd,1990.0,2,2.0,480.0,5,5,3,12,11,64,0,0,0,0,5,nan,0,4,2010,WD,Normal,140000,87,87
65,60,RL,,9375,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,5,5,PConc,7,5,1,10.0,739.0,2.0,0.0,318.0,1057.0,GasA,10,1,5.0,1057,977,0,2034,1.0,0.0,2,1,3,1,7,8,10,0,nan,Attchd,1998.0,3,2.0,645.0,5,5,3,576,36,0,0,0,0,0,5,nan,0,2,2009,WD,Normal,219500,612,612
66,60,RL,76.0,9591,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,7,5,PConc,10,5,3,2.0,0.0,2.0,0.0,1143.0,1143.0,GasA,10,1,5.0,1143,1330,0,2473,0.0,0.0,2,1,4,1,7,9,10,1,Gd,BuiltIn,2004.0,3,3.0,852.0,5,5,3,192,151,0,0,0,0,0,0,nan,0,10,2007,WD,Normal,317000,343,343
67,20,RL,,19900,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,5,5,CBlock,7,5,4,10.0,912.0,2.0,0.0,1035.0,1947.0,GasA,5,1,5.0,2207,0,0,2207,1.0,0.0,2,0,3,1,5,7,8,1,Gd,Attchd,1970.0,3,2.0,576.0,5,5,3,301,0,0,0,0,0,0,0,nan,0,7,2010,WD,Normal,180000,301,301
68,20,RL,72.0,10665,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,7,5,PConc,7,5,3,10.0,1013.0,2.0,0.0,440.0,1453.0,GasA,10,1,5.0,1479,0,0,1479,1.0,0.0,2,0,3,1,7,7,10,0,nan,Attchd,2003.0,3,2.0,558.0,5,5,3,144,29,0,0,0,0,0,0,nan,0,6,2007,WD,Normal,226000,173,173
69,30,RM,47.0,4608,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,CBlock,5,5,1,2.0,0.0,2.0,0.0,747.0,747.0,GasA,5,1,5.0,747,0,0,747,0.0,0.0,1,0,2,1,5,4,10,0,nan,Attchd,1945.0,2,1.0,220.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2010,WD,Normal,80000,0,0
70,50,RL,81.0,15593,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,7,5,CBlock,5,5,1,3.0,603.0,2.0,0.0,701.0,1304.0,GasW,5,1,5.0,1304,983,0,2287,0.0,0.0,2,0,3,1,5,7,10,1,TA,Attchd,1953.0,5,2.0,667.0,5,5,3,0,21,114,0,0,0,0,0,nan,0,7,2006,WD,Normal,225000,135,135
71,20,RL,95.0,13651,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,5,7,CBlock,7,5,4,5.0,1880.0,2.0,0.0,343.0,2223.0,GasA,10,1,5.0,2223,0,0,2223,1.0,0.0,2,0,3,1,5,8,10,2,Gd,Attchd,1973.0,5,2.0,516.0,5,5,3,300,0,0,0,0,0,0,0,nan,0,2,2007,WD,Normal,244000,300,300
72,20,RL,69.0,7599,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,5,5,CBlock,5,5,1,5.0,565.0,2.0,0.0,280.0,845.0,GasA,5,1,5.0,845,0,0,845,1.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1987.0,2,2.0,360.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,6,2007,WD,Normal,129500,0,0
73,60,RL,74.0,10141,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,832.0,832.0,GasA,7,1,5.0,885,833,0,1718,0.0,0.0,2,1,3,1,5,7,10,1,TA,Attchd,1998.0,5,2.0,427.0,5,5,3,0,94,0,0,291,0,0,0,nan,0,12,2009,WD,Normal,185000,385,385
74,20,RL,85.0,10200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,5,5,CBlock,5,5,1,5.0,320.0,3.0,362.0,404.0,1086.0,GasA,7,1,5.0,1086,0,0,1086,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1989.0,2,2.0,490.0,5,5,3,0,0,0,0,0,0,0,5,nan,0,5,2010,WD,Normal,144900,0,0
75,50,RM,60.0,5790,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,7,7,CBlock,3,5,1,2.0,0.0,2.0,0.0,840.0,840.0,GasA,7,0,5.0,840,765,0,1605,0.0,0.0,2,0,3,2,5,8,10,0,nan,Detchd,1915.0,2,1.0,379.0,5,5,3,0,0,202,0,0,0,0,0,nan,0,5,2010,WD,Normal,107400,202,202
76,180,RM,21.0,1596,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,5,CBlock,7,5,4,10.0,462.0,2.0,0.0,0.0,462.0,GasA,5,1,5.0,526,462,0,988,1.0,0.0,1,0,2,1,5,5,10,0,nan,BuiltIn,1973.0,2,1.0,297.0,5,5,3,120,101,0,0,0,0,0,5,nan,0,11,2009,WD,Normal,91000,221,221
77,20,RL,,8475,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,5,5,1,5.0,228.0,2.0,0.0,724.0,952.0,GasA,10,1,3.0,952,0,0,952,0.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1956.0,2,1.0,283.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,135750,0,0
78,50,RM,50.0,8635,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,3.0,336.0,10.0,41.0,295.0,672.0,GasA,5,1,5.0,1072,213,0,1285,1.0,0.0,1,0,2,1,5,6,8,0,nan,Detchd,1948.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,1,2008,WD,Normal,127000,0,0
79,90,RL,72.0,10778,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1768.0,1768.0,GasA,5,0,5.0,1768,0,0,1768,0.0,0.0,2,0,4,2,5,8,10,0,nan,nan,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,136500,0,0
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,1,2.0,0.0,2.0,0.0,440.0,440.0,GasA,7,1,5.0,682,548,0,1230,0.0,0.0,1,1,2,1,5,5,10,0,nan,Detchd,1966.0,2,2.0,440.0,5,5,3,74,0,128,0,0,0,0,3,nan,0,5,2009,WD,Normal,110000,202,202
81,60,RL,100.0,13000,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,5,7,CBlock,7,5,1,5.5,448.0,2.0,0.0,448.0,896.0,GasA,5,1,5.0,1182,960,0,2142,0.0,0.0,2,1,4,1,7,8,10,1,Gd,Attchd,1968.0,5,1.0,509.0,5,5,3,0,72,0,0,252,0,0,0,nan,0,6,2009,WD,Normal,193500,324,324
82,120,RM,32.0,4500,Pave,nan,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,5,7,PConc,10,7,1,10.0,1201.0,2.0,0.0,36.0,1237.0,GasA,10,1,5.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,5,10,0,nan,Attchd,1998.0,5,2.0,405.0,5,5,3,0,199,0,0,0,0,0,0,nan,0,3,2006,WD,Normal,153500,199,199
83,20,RL,78.0,10206,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,5,5,PConc,7,5,1,10.0,33.0,2.0,0.0,1530.0,1563.0,GasA,10,1,5.0,1563,0,0,1563,0.0,0.0,2,0,3,1,7,6,10,1,Gd,Attchd,2007.0,3,3.0,758.0,5,5,3,144,99,0,0,0,0,0,0,nan,0,10,2008,WD,Normal,245000,243,243
84,20,RL,80.0,8892,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1065.0,1065.0,GasA,7,1,5.0,1065,0,0,1065,0.0,0.0,1,1,3,1,5,6,10,0,nan,Detchd,1974.0,2,2.0,461.0,5,5,3,74,0,0,0,0,0,0,0,nan,0,7,2007,COD,Normal,126500,74,74
85,80,RL,,8530,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,384.0,384.0,GasA,7,1,5.0,804,670,0,1474,0.0,0.0,2,1,3,1,5,7,10,1,TA,BuiltIn,1995.0,5,2.0,400.0,5,5,3,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD,Normal,168500,192,192
86,60,RL,121.0,16059,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,7,5,CBlock,7,5,1,2.0,0.0,2.0,0.0,1288.0,1288.0,GasA,10,1,5.0,1301,1116,0,2417,0.0,0.0,2,1,4,1,7,9,10,1,TA,Attchd,1991.0,2,2.0,462.0,5,5,3,127,82,0,0,0,0,0,0,nan,0,4,2006,WD,Normal,260000,209,209
87,60,RL,122.0,11911,Pave,nan,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,684.0,684.0,GasA,10,1,5.0,684,876,0,1560,0.0,0.0,2,1,3,1,7,6,10,1,Gd,BuiltIn,2005.0,5,2.0,400.0,5,5,3,100,38,0,0,0,0,0,0,nan,0,3,2009,WD,Normal,174000,138,138
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,612.0,612.0,GasA,10,1,5.0,612,612,0,1224,0.0,0.0,2,1,2,1,7,4,10,0,nan,Detchd,2009.0,3,2.0,528.0,5,5,3,0,234,0,0,0,0,0,0,nan,0,6,2009,New,Partial,164500,234,234
89,50,C (all),105.0,8470,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,5,3,1,2.0,0.0,2.0,0.0,1013.0,1013.0,GasA,5,0,5.0,1013,0,513,1526,0.0,0.0,1,0,2,1,3,6,10,0,nan,nan,,0,0.0,0.0,0,0,2,0,0,156,0,0,0,0,3,nan,0,10,2009,ConLD,Abnorml,85000,156,156
90,20,RL,60.0,8070,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,1,10.0,588.0,2.0,0.0,402.0,990.0,GasA,10,1,5.0,990,0,0,990,1.0,0.0,1,0,3,1,5,5,10,0,nan,nan,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,nan,0,8,2007,WD,Normal,123600,0,0
91,20,RL,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,5,5,Slab,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5,1,3.0,1040,0,0,1040,0.0,0.0,1,0,2,1,5,4,10,0,nan,Detchd,1950.0,2,2.0,420.0,5,5,3,0,29,0,0,0,0,0,0,nan,0,7,2006,WD,Normal,109900,29,29
92,20,RL,85.0,8500,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,5,5,CBlock,5,5,1,5.5,600.0,2.0,0.0,635.0,1235.0,GasA,5,1,5.0,1235,0,0,1235,0.0,0.0,1,0,2,1,5,6,10,0,nan,Attchd,1961.0,2,2.0,480.0,5,5,3,0,0,0,0,0,0,0,5,nan,0,12,2006,WD,Abnorml,98600,0,0
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,7,BrkTil,7,5,1,5.0,713.0,2.0,0.0,163.0,876.0,GasA,10,1,5.0,964,0,0,964,1.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1921.0,2,2.0,432.0,5,5,3,0,0,44,0,0,0,0,0,nan,0,8,2009,WD,Normal,163500,44,44
94,190,C (all),60.0,7200,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,3,2,5.5,1046.0,2.0,0.0,168.0,1214.0,GasW,10,0,5.0,1260,1031,0,2291,0.0,1.0,2,0,4,2,5,9,10,1,Gd,Detchd,1900.0,2,2.0,506.0,5,5,3,0,0,0,0,99,0,0,0,nan,0,11,2007,WD,Normal,133900,99,99
95,60,RL,69.0,9337,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,PConc,7,5,1,10.0,648.0,2.0,0.0,176.0,824.0,GasA,10,1,5.0,905,881,0,1786,1.0,0.0,2,1,3,1,7,7,10,0,nan,Attchd,1997.0,3,2.0,684.0,5,5,3,0,162,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,204750,162,162
96,60,RL,,9765,Pave,nan,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,10,7,PConc,7,7,1,5.0,310.0,2.0,0.0,370.0,680.0,GasA,7,1,5.0,680,790,0,1470,0.0,0.0,2,1,3,1,5,6,10,1,TA,BuiltIn,1993.0,5,2.0,420.0,5,5,3,232,63,0,0,0,0,0,0,Shed,480,4,2009,WD,Normal,185000,295,295
97,20,RL,78.0,10264,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,7,5,PConc,7,5,3,5.0,1162.0,2.0,0.0,426.0,1588.0,GasA,10,1,5.0,1588,0,0,1588,0.0,0.0,2,0,3,1,7,6,10,0,nan,Attchd,1999.0,3,2.0,472.0,5,5,3,158,29,0,0,0,0,0,0,nan,0,8,2006,WD,Normal,214000,187,187
98,20,RL,73.0,10921,Pave,nan,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,5,5,CBlock,5,5,1,5.5,520.0,2.0,0.0,440.0,960.0,GasA,5,1,4.0,960,0,0,960,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1965.0,5,1.0,432.0,5,5,1,120,0,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,94750,120,120
99,30,RL,85.0,10625,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,5,5,1,5.0,108.0,2.0,0.0,350.0,458.0,GasA,3,0,5.0,835,0,0,835,0.0,0.0,1,0,2,1,5,5,10,0,nan,Basment,1920.0,2,1.0,366.0,3,5,3,0,0,77,0,0,0,0,0,Shed,400,5,2010,COD,Abnorml,83000,77,77
100,20,RL,77.0,9320,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,5,5,CBlock,5,5,1,5.0,569.0,2.0,0.0,381.0,950.0,GasA,3,1,5.0,1225,0,0,1225,1.0,0.0,1,1,3,1,5,6,10,0,nan,nan,,0,0.0,0.0,0,0,3,352,0,0,0,0,0,0,0,Shed,400,1,2010,WD,Normal,128950,352,352
