Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,kfold
36,60,0,108.0,13418,0,-1,0,0,0,0,0,10,0,0,0,0,8,5,2004,2005,0,0,0,0,2,132.0,7,5,0,10,5,3,2.0,0.0,2.0,0.0,1117.0,1117.0,0,10,1,5.0,1132,1320,0,2452,0.0,0.0,3,1,4,1,7,9,10,1,1,2,2004.0,5,3.0,691.0,5,5,3,113,32,0,0,0,0,0,0,-1,0,9,2006,0,0,309000,145,145,0,0,0,0,124.24074074074076,6021.0,14109.0,20130.0,0.4267488836912609,inf,20130.0,1.0,0,2.0,1,7,1.0,6,1,2,1,0,3,0,0.0,172.75,12,22.0,20,0.0,1.0,6.0,4.4,5.0,61.4,5.581818181818181,-1
37,20,0,112.0,10859,0,-1,0,0,0,2,0,0,0,0,0,1,5,5,1994,1995,0,0,0,0,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,1097.0,1097.0,0,10,1,5.0,1097,0,0,1097,0.0,0.0,1,1,3,1,5,6,10,0,-1,0,1995.0,2,2.0,672.0,5,5,3,392,64,0,0,0,0,0,0,-1,0,6,2009,0,0,145000,456,456,0,0,4,0,96.95535714285714,3291.0,11531.0,14822.0,0.28540456161651195,inf,14822.0,1.0,0,1.0,1,17,1.0,16,1,15,14,0,5,0,0.0,224.0,10,17.0,14,0.0,1.0,5.0,3.4,3.5,51.9,4.718181818181818,-1
38,20,0,74.0,8532,0,-1,0,0,0,0,0,11,0,0,0,1,5,6,1954,1990,1,0,2,5,0,650.0,5,5,1,5,5,1,5.5,1213.0,2.0,0.0,84.0,1297.0,0,7,1,5.0,1297,0,0,1297,0.0,1.0,1,0,3,1,5,5,10,1,0,0,1954.0,5,2.0,498.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,10,2009,0,0,153000,0,0,0,0,0,0,115.29729729729729,3891.0,9030.0,12921.0,0.43089700996677743,inf,12921.0,1.0,0,1.0,1,57,1.0,21,36,55,19,5,4,0,0.9352351580570548,166.0,10,18.5,20,1213.0,0.06476484194294525,5.0,3.7,5.0,52.7,4.790909090909091,-1
39,20,0,68.0,7922,0,-1,0,0,0,0,0,11,0,0,0,1,5,7,1953,2007,0,0,0,0,1,0.0,5,7,1,5,5,1,10.0,731.0,2.0,0.0,326.0,1057.0,0,5,1,5.0,1057,0,0,1057,1.0,0.0,1,0,3,1,7,5,10,0,-1,1,1953.0,2,1.0,246.0,5,5,3,0,52,0,0,0,0,0,0,-1,0,1,2010,0,1,109000,52,52,0,0,0,0,116.5,3171.0,8168.0,11339.0,0.38822233104799214,inf,11339.0,1.0,0,1.0,1,58,1.0,4,54,57,3,0,1,1,0.6915799432355724,123.0,12,23.0,14,731.0,0.30842005676442763,6.0,4.6,3.5,53.1,4.827272727272726,-1
40,90,0,65.0,6040,0,-1,0,0,0,0,0,15,0,0,2,1,4,5,1955,1955,0,0,4,4,1,0.0,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,2.0,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,10,0,-1,3,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,-1,0,6,2008,0,1,82000,0,0,0,0,0,0,92.92307692307692,2304.0,6040.0,8344.0,0.3814569536423841,inf,8344.0,1.0,0,1.0,1,56,0.0,56,0,53,53,2,5,1,0.5177304964539007,0.0,10,0.0,0,0.0,0.4822695035460993,5.0,0.0,0.0,34.0,3.0909090909090913,-1
41,20,0,84.0,8658,0,-1,0,0,0,0,0,11,0,0,0,1,6,5,1965,1965,0,0,2,5,0,101.0,5,5,1,5,5,1,5.5,643.0,2.0,0.0,445.0,1088.0,0,10,1,5.0,1324,0,0,1324,0.0,0.0,2,0,3,1,5,6,10,1,0,0,1965.0,3,2.0,440.0,5,5,3,0,138,0,0,0,0,0,5,-1,0,12,2006,0,1,160000,138,138,0,0,0,0,103.07142857142857,3736.0,9098.0,12834.0,0.4106397010331941,inf,12834.0,1.0,0,1.0,1,46,0.0,46,0,41,41,5,4,1,0.5909926470588235,146.66666666666666,10,18.5,16,643.0,0.4090073529411765,5.0,3.7,4.0,54.7,4.9727272727272736,-1
42,20,0,115.0,16905,0,-1,0,0,0,0,0,16,0,0,0,1,5,6,1959,1959,0,0,0,0,1,0.0,5,7,1,5,5,4,3.0,967.0,2.0,0.0,383.0,1350.0,0,7,1,5.0,1328,0,0,1328,0.0,1.0,1,1,2,1,5,5,10,2,1,0,1959.0,3,1.0,308.0,5,5,1,0,104,0,0,0,0,0,0,-1,0,7,2007,0,0,170000,104,104,0,0,0,0,147.0,4006.0,17213.0,21219.0,0.23273107535002616,inf,21219.0,1.0,0,1.0,1,52,0.0,52,0,48,48,0,1,0,0.7162962962962963,154.0,12,19.0,16,967.0,0.2837037037037037,6.0,3.8,4.0,53.8,4.890909090909091,-1
43,85,0,69.0,9180,0,-1,1,0,0,3,0,12,0,0,0,4,5,7,1983,1983,0,0,3,3,1,0.0,5,5,1,7,5,3,5.0,747.0,1.0,93.0,0.0,840.0,0,7,1,5.0,884,0,0,884,1.0,0.0,1,0,2,1,7,5,10,0,-1,0,1983.0,3,2.0,504.0,5,7,3,240,0,0,0,0,0,0,3,-1,0,12,2007,0,0,144000,240,240,0,1,1,1,129.625,2608.0,9684.0,12292.0,0.26931020239570425,inf,12292.0,1.0,0,1.2,1,28,0.0,28,0,24,24,3,1,0,1.0,168.0,10,21.0,18,840.0,0.0,5.0,4.2,4.5,54.7,4.9727272727272736,-1
44,20,0,69.0,9200,0,-1,1,0,0,3,0,0,0,0,0,1,5,6,1975,1980,1,0,0,0,1,0.0,5,5,1,7,5,3,1.0,280.0,3.0,491.0,167.0,938.0,0,5,1,5.0,938,0,0,938,1.0,0.0,1,0,3,1,5,5,10,0,-1,1,1977.0,2,1.0,308.0,5,5,3,145,0,0,0,0,0,0,3,-1,0,7,2008,0,0,130250,145,145,0,1,1,1,129.625,2814.0,9508.0,12322.0,0.2959612957509466,inf,12322.0,1.0,0,1.0,1,36,1.0,31,5,33,28,0,1,0,0.8219616204690832,154.0,10,19.0,14,771.0,0.17803837953091686,5.0,3.8,3.5,48.3,4.3909090909090915,-1
45,20,0,70.0,7945,0,-1,0,0,0,0,0,11,0,0,0,1,5,6,1959,1959,0,0,4,5,1,0.0,5,5,1,5,5,1,5.0,179.0,3.0,506.0,465.0,1150.0,0,10,1,3.0,1150,0,0,1150,1.0,0.0,1,0,3,1,5,6,10,0,-1,0,1959.0,3,1.0,300.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,5,2006,0,0,141000,0,0,0,0,0,0,113.5,3450.0,8245.0,11695.0,0.4184354154032747,inf,11695.0,1.0,0,1.0,1,52,0.0,52,0,47,47,2,1,0,0.5956521739130435,150.0,10,19.0,16,685.0,0.4043478260869565,5.0,3.8,4.0,51.8,4.709090909090909,-1
46,120,0,61.0,7658,0,-1,0,0,0,0,0,10,0,0,3,1,9,5,2005,2005,1,0,1,1,0,412.0,10,5,0,10,5,1,10.0,456.0,2.0,0.0,1296.0,1752.0,0,10,1,5.0,1752,0,0,1752,1.0,0.0,2,0,2,1,10,6,10,1,1,0,2005.0,3,2.0,576.0,5,5,3,196,82,0,0,0,0,0,0,-1,0,2,2010,0,0,319900,278,278,0,0,0,0,125.54098360655738,5256.0,8234.0,13490.0,0.6383288802526111,inf,13490.0,1.0,0,1.0,1,6,0.0,6,0,5,5,1,0,0,0.2602739726027397,192.0,15,28.0,16,456.0,0.7397260273972602,7.5,5.6,4.0,67.1,6.1,-1
47,50,0,48.0,12822,0,-1,1,0,0,3,0,4,0,0,0,2,7,5,2003,2003,0,0,0,0,1,0.0,7,5,0,10,5,1,10.0,1351.0,2.0,0.0,83.0,1434.0,0,10,1,5.0,1518,631,0,2149,1.0,0.0,1,1,1,1,7,6,10,1,3,0,2003.0,3,2.0,670.0,5,5,3,168,43,0,0,198,0,0,0,-1,0,8,2009,0,1,239686,409,409,0,1,1,1,267.125,5732.0,13492.0,19224.0,0.4248443522087163,inf,19224.0,1.0,0,1.5,1,8,0.0,8,0,6,6,0,5,1,0.9421199442119944,223.33333333333331,12,28.0,16,1351.0,0.05788005578800558,6.0,5.6,4.0,60.6,5.509090909090909,-1
48,20,3,84.0,11096,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,1,0.0,7,5,0,7,5,3,10.0,24.0,2.0,0.0,1632.0,1656.0,0,10,1,5.0,1656,0,0,1656,0.0,0.0,2,0,3,1,7,7,10,0,-1,0,2006.0,3,3.0,826.0,5,5,3,0,146,0,0,0,0,0,0,-1,0,7,2007,0,0,249700,146,146,0,0,0,0,132.0952380952381,4968.0,11922.0,16890.0,0.4167086059386009,inf,16890.0,1.0,0,1.0,1,5,0.0,5,0,1,1,0,5,0,0.014492753623188406,206.5,12,27.0,16,24.0,0.9855072463768116,6.0,5.4,4.0,60.4,5.490909090909091,-1
49,190,1,33.0,4456,0,-1,0,0,0,0,0,7,0,0,1,0,4,5,1920,2008,0,0,1,1,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,736.0,736.0,0,7,1,5.0,736,716,0,1452,0.0,0.0,2,0,2,3,5,8,10,0,-1,3,1980.0,0,0.0,0.0,0,0,2,0,0,102,0,0,0,0,0,-1,0,6,2009,1,2,113000,102,102,0,0,0,0,135.03030303030303,3640.0,4456.0,8096.0,0.8168761220825853,inf,8096.0,1.0,0,2.0,1,91,1.0,3,88,89,1,1,2,2,0.0,0.0,10,15.0,0,0.0,1.0,5.0,3.0,0.0,44.0,4.0,-1
50,20,0,66.0,7742,0,-1,0,0,0,0,0,9,0,0,0,1,5,7,1966,1966,0,0,3,3,1,0.0,5,5,1,5,5,1,3.0,763.0,2.0,0.0,192.0,955.0,0,10,1,5.0,955,0,0,955,1.0,0.0,1,0,3,1,5,6,10,0,-1,0,1966.0,2,1.0,386.0,5,5,3,0,0,0,0,0,0,0,3,-1,0,1,2007,0,0,127000,0,0,0,0,0,0,117.3030303030303,2865.0,8128.0,10993.0,0.35248523622047245,inf,10993.0,1.0,0,1.0,1,45,0.0,45,0,41,41,3,1,0,0.7989528795811518,193.0,10,16.0,14,763.0,0.20104712041884815,5.0,3.2,3.5,53.7,4.881818181818182,-1
51,60,0,69.0,13869,0,-1,1,0,0,2,0,17,0,0,0,0,6,6,1997,1997,0,0,0,0,1,0.0,5,5,0,7,5,3,10.0,182.0,2.0,0.0,612.0,794.0,0,7,1,5.0,794,676,0,1470,0.0,1.0,2,0,3,1,5,6,10,0,-1,0,1997.0,5,2.0,388.0,5,5,3,0,75,0,0,0,0,0,0,-1,0,7,2007,0,0,177000,75,75,0,1,3,1,129.625,3734.0,14257.0,17991.0,0.26190643192817564,inf,17991.0,1.0,0,2.0,1,14,0.0,14,0,10,10,0,5,0,0.22921914357682616,129.33333333333334,10,27.0,20,182.0,0.7707808564231738,5.0,5.4,5.0,54.4,4.945454545454545,-1
52,50,1,52.0,6240,0,-1,0,0,0,0,0,8,0,0,0,2,6,6,1934,1950,0,0,2,5,1,0.0,5,5,0,5,5,1,2.0,0.0,2.0,0.0,816.0,816.0,0,5,1,5.0,816,0,360,1176,0.0,0.0,1,0,3,1,5,6,10,1,1,1,1985.0,2,2.0,528.0,5,5,3,112,0,0,0,0,0,0,3,0,400,9,2006,0,0,114500,112,112,0,0,0,0,120.0,2808.0,6768.0,9576.0,0.4148936170212766,26.6,9216.0,0.962406015037594,0,1.5,1,77,1.0,61,16,72,56,5,5,0,0.0,176.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,49.5,4.5,-1
53,90,1,110.0,8472,1,-1,1,1,0,2,1,13,5,0,2,1,5,5,1963,1963,0,0,2,5,1,0.0,3,5,1,7,5,4,1.0,104.0,10.0,712.0,0.0,816.0,0,5,0,5.0,816,0,0,816,1.0,0.0,1,0,2,1,5,5,10,0,-1,3,1963.0,2,2.0,516.0,5,5,3,106,0,0,0,0,0,0,0,-1,0,5,2010,0,0,110000,106,106,3,3,3,2,77.01818181818182,2448.0,8988.0,11436.0,0.27236315086782376,inf,11436.0,1.0,2,1.0,1,48,0.0,48,0,47,47,5,1,0,1.0,172.0,8,27.0,14,816.0,0.0,4.0,5.4,3.5,47.9,4.354545454545455,-1
54,20,0,68.0,50271,0,-1,1,2,0,0,0,1,0,0,0,1,9,5,1981,1987,0,1,4,2,1,0.0,7,5,1,10,5,4,10.0,1810.0,2.0,0.0,32.0,1842.0,0,7,1,5.0,1842,0,0,1842,2.0,0.0,0,1,0,1,7,5,10,1,1,0,1981.0,5,3.0,894.0,5,5,3,857,72,0,0,0,0,0,0,-1,0,11,2006,0,0,385000,929,929,0,4,2,1,739.2794117647059,5526.0,51165.0,56691.0,0.10800351802990324,inf,56691.0,1.0,0,1.0,1,30,1.0,24,6,25,19,4,1,0,0.982627578718784,223.5,12,31.0,20,1810.0,0.01737242128121607,6.0,6.2,5.0,61.2,5.563636363636364,-1
55,80,0,60.0,7134,0,-1,0,1,0,0,1,11,0,0,0,5,5,5,1955,1955,0,0,1,1,1,0.0,5,5,1,5,5,1,5.0,384.0,2.0,0.0,0.0,384.0,0,5,1,5.0,1360,0,0,1360,0.0,0.0,1,0,3,1,5,6,8,1,0,1,1962.0,2,2.0,572.0,5,5,3,0,50,0,0,0,0,0,3,-1,0,2,2007,0,0,130000,50,50,0,2,0,2,118.9,3104.0,7706.0,10810.0,0.4028030106410589,inf,10810.0,1.0,0,1.3,1,56,0.0,56,0,52,52,1,1,0,1.0,190.66666666666663,10,18.0,14,384.0,0.0,5.0,3.6,3.5,46.1,4.190909090909091,-1
56,20,0,100.0,10175,0,-1,1,0,0,0,0,11,0,0,0,1,6,5,1964,1964,0,0,3,4,0,272.0,5,5,1,5,5,1,3.0,490.0,2.0,0.0,935.0,1425.0,0,7,1,5.0,1425,0,0,1425,0.0,0.0,2,0,3,1,5,7,10,1,1,0,1964.0,3,2.0,576.0,5,5,3,0,0,0,407,0,0,0,0,-1,0,7,2008,0,0,180500,407,407,0,1,2,1,101.75,4275.0,10751.0,15026.0,0.397637429076365,inf,15026.0,1.0,0,1.0,1,47,0.0,47,0,44,44,2,4,0,0.34385964912280703,192.0,10,16.0,16,490.0,0.656140350877193,5.0,3.2,4.0,51.2,4.654545454545455,-1
57,160,3,24.0,2645,0,1,0,0,0,0,0,5,0,0,4,0,8,5,1999,2000,0,0,1,1,0,456.0,7,5,0,7,5,1,10.0,649.0,2.0,0.0,321.0,970.0,0,10,1,5.0,983,756,0,1739,1.0,0.0,2,1,3,1,7,7,10,0,-1,0,1999.0,5,2.0,480.0,5,5,3,115,0,0,0,0,0,0,0,-1,0,8,2009,0,1,172500,115,115,2,0,0,0,110.20833333333331,4448.0,3125.0,7573.0,1.42336,inf,7573.0,1.0,0,2.0,1,12,1.0,11,1,10,9,1,0,1,0.6690721649484536,160.0,12,25.0,20,649.0,0.3309278350515464,6.0,5.0,5.0,61.0,5.545454545454546,-1
58,60,0,89.0,11645,0,-1,1,0,0,2,0,0,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,860.0,860.0,0,10,1,5.0,860,860,0,1720,0.0,0.0,2,1,3,1,7,7,10,0,-1,0,2004.0,3,2.0,565.0,5,5,3,0,70,0,0,0,0,0,0,-1,0,8,2006,0,0,196500,70,70,0,1,3,1,130.8426966292135,4300.0,12210.0,16510.0,0.3521703521703522,inf,16510.0,1.0,0,2.0,1,7,0.0,7,0,2,2,0,5,0,0.0,188.33333333333331,12,17.0,16,0.0,1.0,6.0,3.4,4.0,57.4,5.218181818181818,-1
59,60,0,66.0,13682,0,-1,1,3,0,3,0,18,0,0,0,0,10,5,2006,2006,1,0,0,0,0,1031.0,10,5,0,10,5,4,2.0,0.0,2.0,0.0,1410.0,1410.0,0,10,1,5.0,1426,1519,0,2945,0.0,0.0,3,1,3,1,7,10,10,1,1,2,2006.0,5,3.0,641.0,5,5,3,192,0,37,0,0,0,0,0,-1,0,10,2006,1,2,438780,229,229,0,5,1,1,207.3030303030303,7300.0,14323.0,21623.0,0.5096697619213851,inf,21623.0,1.0,0,2.0,1,5,0.0,5,0,0,0,0,0,2,0.0,160.25,15,23.0,20,0.0,1.0,7.5,4.6,5.0,65.1,5.918181818181817,-1
60,20,0,60.0,7200,0,-1,0,1,0,0,0,0,0,0,0,1,5,7,1972,1972,0,0,3,3,1,0.0,5,5,1,5,5,3,5.0,632.0,2.0,0.0,148.0,780.0,0,10,1,5.0,780,0,0,780,0.0,0.0,1,0,2,1,5,4,10,0,-1,1,1973.0,2,1.0,352.0,5,5,3,196,0,0,0,0,0,0,3,-1,0,1,2008,0,0,124900,196,196,0,2,0,0,120.0,2340.0,7552.0,9892.0,0.3098516949152542,inf,9892.0,1.0,0,1.0,1,39,0.0,39,0,36,36,3,1,0,0.8102564102564103,176.0,10,20.0,14,632.0,0.18974358974358974,5.0,4.0,3.5,54.5,4.954545454545454,-1
61,20,0,63.0,13072,0,-1,0,0,0,0,0,12,4,0,0,1,6,5,2004,2004,0,0,0,0,1,0.0,5,5,0,7,5,1,5.0,941.0,2.0,0.0,217.0,1158.0,0,10,1,5.0,1158,0,0,1158,1.0,0.0,1,1,3,1,7,5,10,0,-1,1,2006.0,2,2.0,576.0,5,5,3,0,50,0,0,0,0,0,0,-1,0,5,2006,1,2,158000,50,50,0,0,0,0,207.4920634920635,3474.0,13648.0,17122.0,0.2545427901524033,inf,17122.0,1.0,2,1.0,1,7,0.0,7,0,2,2,0,5,2,0.812607944732297,192.0,10,20.0,14,941.0,0.18739205526770292,5.0,4.0,3.5,55.5,5.045454545454546,-1
62,75,1,60.0,7200,0,-1,0,0,0,0,0,13,0,0,0,6,5,7,1920,1996,0,0,1,1,1,0.0,5,5,2,5,3,1,2.0,0.0,2.0,0.0,530.0,530.0,0,5,0,5.0,581,530,0,1111,0.0,0.0,1,0,3,1,3,6,10,0,-1,1,1935.0,2,1.0,288.0,5,5,2,0,0,144,0,0,0,0,0,-1,0,3,2007,0,0,101000,144,144,0,0,0,0,120.0,2752.0,7488.0,10240.0,0.3675213675213676,inf,10240.0,1.0,0,2.5,0,91,1.0,15,76,87,11,1,2,0,0.0,144.0,10,13.0,14,0.0,1.0,5.0,2.6,3.5,46.1,4.190909090909091,-1
63,120,0,44.0,6442,0,-1,1,0,0,0,0,10,0,0,3,1,8,5,2006,2006,0,0,0,0,2,178.0,7,5,0,7,7,2,10.0,24.0,2.0,0.0,1346.0,1370.0,0,10,1,5.0,1370,0,0,1370,0.0,0.0,2,0,2,1,7,6,10,1,1,0,2006.0,3,2.0,484.0,5,5,3,120,49,0,0,0,0,0,0,-1,0,10,2007,0,0,202500,169,169,0,1,2,1,146.4090909090909,4110.0,6926.0,11036.0,0.5934161131966503,inf,11036.0,1.0,0,1.0,1,5,0.0,5,0,1,1,0,3,0,0.017518248175182483,161.33333333333334,12,28.0,16,24.0,0.9824817518248176,6.0,5.6,4.0,61.6,5.6000000000000005,-1
64,70,1,50.0,10300,0,-1,1,1,0,0,0,7,6,3,0,0,7,6,1921,1950,0,0,4,2,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,576.0,576.0,0,7,1,5.0,902,808,0,1710,0.0,0.0,2,0,3,1,5,9,10,0,-1,1,1990.0,2,2.0,480.0,5,5,3,12,11,64,0,0,0,0,5,-1,0,4,2010,0,0,140000,87,87,0,3,2,1,206.0,3996.0,10780.0,14776.0,0.3706864564007421,inf,14776.0,1.0,2,2.0,1,90,1.0,61,29,89,60,4,2,0,0.0,160.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,51.5,4.681818181818182,-1
65,60,0,69.0,9375,0,-1,0,0,0,0,0,0,0,0,0,0,7,5,1997,1998,0,0,0,0,0,573.0,5,5,0,7,5,1,10.0,739.0,2.0,0.0,318.0,1057.0,0,10,1,5.0,1057,977,0,2034,1.0,0.0,2,1,3,1,7,8,10,0,-1,0,1998.0,3,2.0,645.0,5,5,3,576,36,0,0,0,0,0,5,-1,0,2,2009,0,0,219500,612,612,0,0,0,0,129.625,5125.0,10020.0,15145.0,0.5114770459081837,inf,15145.0,1.0,0,2.0,1,14,1.0,13,1,12,11,0,0,0,0.6991485335856197,215.0,10,25.0,16,739.0,0.3008514664143803,5.0,5.0,4.0,58.0,5.2727272727272725,-1
66,60,0,76.0,9591,0,-1,0,0,0,0,0,10,0,0,0,0,8,5,2004,2005,0,0,0,0,0,344.0,7,5,0,10,5,3,2.0,0.0,2.0,0.0,1143.0,1143.0,0,10,1,5.0,1143,1330,0,2473,0.0,0.0,2,1,4,1,7,9,10,1,1,2,2004.0,3,3.0,852.0,5,5,3,192,151,0,0,0,0,0,0,-1,0,10,2007,0,0,317000,343,343,0,0,0,0,126.19736842105264,6089.0,10443.0,16532.0,0.5830699990424207,inf,16532.0,1.0,0,2.0,1,7,1.0,6,1,3,2,0,0,0,0.0,213.0,12,22.0,16,0.0,1.0,6.0,4.4,4.0,60.4,5.490909090909091,-1
67,20,0,69.0,19900,0,-1,0,0,0,0,0,11,7,0,0,1,7,5,1970,1989,0,0,6,4,0,287.0,5,5,1,7,5,4,10.0,912.0,2.0,0.0,1035.0,1947.0,0,5,1,5.0,2207,0,0,2207,1.0,0.0,2,0,3,1,5,7,8,1,1,0,1970.0,3,2.0,576.0,5,5,3,301,0,0,0,0,0,0,0,-1,0,7,2010,0,0,180000,301,301,0,0,0,0,129.625,6361.0,20476.0,26837.0,0.310656378198867,inf,26837.0,1.0,2,1.0,1,41,1.0,22,19,40,21,6,4,0,0.4684129429892142,192.0,10,28.0,16,912.0,0.5315870570107858,5.0,5.6,4.0,50.6,4.6000000000000005,-1
68,20,0,72.0,10665,0,-1,1,0,0,0,0,0,0,0,0,1,7,5,2003,2003,0,0,0,0,0,167.0,7,5,0,7,5,3,10.0,1013.0,2.0,0.0,440.0,1453.0,0,10,1,5.0,1479,0,0,1479,1.0,0.0,2,0,3,1,7,7,10,0,-1,0,2003.0,3,2.0,558.0,5,5,3,144,29,0,0,0,0,0,0,-1,0,6,2007,0,0,226000,173,173,0,1,2,1,148.125,4411.0,11223.0,15634.0,0.3930321660874989,inf,15634.0,1.0,0,1.0,1,8,0.0,8,0,4,4,0,0,0,0.6971782518926359,186.0,12,27.0,16,1013.0,0.3028217481073641,6.0,5.4,4.0,59.4,5.4,-1
69,30,1,47.0,4608,0,-1,0,0,0,2,0,7,3,0,0,1,4,6,1945,1950,0,0,1,1,1,0.0,5,7,1,5,5,1,2.0,0.0,2.0,0.0,747.0,747.0,0,5,1,5.0,747,0,0,747,0.0,0.0,1,0,2,1,5,4,10,0,-1,0,1945.0,2,1.0,220.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,6,2010,0,0,80000,0,0,0,0,4,0,98.04255319148935,2241.0,4828.0,7069.0,0.4641673570836786,inf,7069.0,1.0,2,1.0,1,66,1.0,61,5,65,60,1,1,0,0.0,110.0,12,15.0,14,0.0,1.0,6.0,3.0,3.5,47.5,4.318181818181818,-1
70,50,0,81.0,15593,0,-1,0,0,0,2,0,19,0,0,0,2,7,4,1953,1953,0,0,4,2,1,0.0,7,5,1,5,5,1,3.0,603.0,2.0,0.0,701.0,1304.0,1,5,1,5.0,1304,983,0,2287,0.0,0.0,2,0,3,1,5,7,10,1,0,0,1953.0,5,2.0,667.0,5,5,3,0,21,114,0,0,0,0,0,-1,0,7,2006,0,0,225000,135,135,0,0,4,0,192.50617283950615,5878.0,16260.0,22138.0,0.3615006150061501,inf,22138.0,1.0,0,1.5,1,58,0.0,58,0,53,53,4,1,0,0.4624233128834356,222.33333333333331,12,16.0,20,603.0,0.5375766871165644,6.0,3.2,5.0,51.2,4.654545454545455,-1
71,20,0,95.0,13651,0,-1,1,0,0,0,0,11,0,0,0,1,7,6,1973,1973,0,0,6,4,0,1115.0,5,7,1,7,5,4,5.0,1880.0,2.0,0.0,343.0,2223.0,0,10,1,5.0,2223,0,0,2223,1.0,0.0,2,0,3,1,5,8,10,2,1,0,1973.0,5,2.0,516.0,5,5,3,300,0,0,0,0,0,0,0,-1,0,2,2007,0,0,244000,300,300,0,1,2,1,143.69473684210527,6669.0,14167.0,20836.0,0.4707418648972965,inf,20836.0,1.0,0,1.0,1,38,0.0,38,0,34,34,6,4,0,0.8457040035987404,172.0,12,23.0,20,1880.0,0.15429599640125954,6.0,4.6,5.0,60.6,5.509090909090909,-1
72,20,0,69.0,7599,0,-1,0,0,0,2,0,4,0,0,0,1,4,6,1982,2006,0,0,3,4,1,0.0,5,5,1,5,5,1,5.0,565.0,2.0,0.0,280.0,845.0,0,5,1,5.0,845,0,0,845,1.0,0.0,1,0,2,1,5,4,10,0,-1,1,1987.0,2,2.0,360.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,6,2007,0,0,129500,0,0,0,0,4,0,110.1304347826087,2535.0,7959.0,10494.0,0.3185073501696193,inf,10494.0,1.0,0,1.0,1,29,1.0,5,24,25,1,2,1,0,0.6686390532544378,120.0,10,18.0,14,565.0,0.33136094674556216,5.0,3.6,3.5,47.1,4.281818181818182,-1
73,60,0,74.0,10141,0,-1,1,0,0,2,0,17,0,0,0,0,7,5,1998,1998,0,0,0,0,0,40.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,832.0,832.0,0,7,1,5.0,885,833,0,1718,0.0,0.0,2,1,3,1,5,7,10,1,0,0,1998.0,5,2.0,427.0,5,5,3,0,94,0,0,291,0,0,0,-1,0,12,2009,0,0,185000,385,385,0,1,3,1,137.04054054054058,4268.0,10568.0,14836.0,0.4038607115821348,inf,14836.0,1.0,0,2.0,1,13,0.0,13,0,11,11,0,0,0,0.0,142.33333333333334,10,17.0,20,0.0,1.0,5.0,3.4,5.0,53.4,4.854545454545455,-1
