Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities
28,20,RL,98.0,11478,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,RARE,200.0,7,5,PConc,10,5,1,10.0,1218.0,2.0,0.0,486.0,1704.0,GasA,10,1,5.0,1704,0,0,1704,1.0,0.0,2,0,3,1,7,7,10,1,Gd,Attchd,2008.0,3,3.0,772.0,5,5,3,0,50,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,306000,50,50,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,117.12244897959184,5112.0,12250.0,17362.0,0.4173061224489796,inf,17362.0,1.0,Norm_Norm,1.0,1,4,1.0,3,1,3,2,VinylSd_VinylSd,RARE,Normal_WD,0.7147887323943662,193.0,12,28.0,16,1218.0,0.2852112676056338,6.0,5.6,4.0,61.6,5.6000000000000005
29,20,RL,47.0,16321,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,4,3.0,1277.0,2.0,0.0,207.0,1484.0,GasA,5,1,5.0,1600,0,0,1600,1.0,0.0,1,0,2,1,5,6,10,2,Gd,Attchd,1957.0,3,1.0,319.0,5,5,3,288,258,0,0,0,0,0,0,nan,0,12,2006,WD,Normal,207500,546,546,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,347.25531914893617,4684.0,16640.0,21324.0,0.2814903846153846,inf,21324.0,1.0,Norm_Norm,1.0,1,54,1.0,14,40,49,9,MetalSd_MetalSd,CBlock_None,Normal_WD,0.860512129380054,159.5,10,19.0,16,1277.0,0.13948787061994608,5.0,3.8,4.0,50.8,4.618181818181818
30,30,RM,60.0,6324,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,5,5,1,2.0,0.0,2.0,0.0,520.0,520.0,GasA,3,0,5.0,520,0,0,520,0.0,0.0,1,0,1,1,3,4,10,0,nan,Detchd,1920.0,2,1.0,240.0,3,5,3,49,0,87,0,0,0,0,0,nan,0,5,2008,WD,Normal,68500,136,136,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,105.4,1560.0,6564.0,8124.0,0.2376599634369287,inf,8124.0,1.0,RARE,1.0,1,84,1.0,61,23,81,58,MetalSd_MetalSd,RARE_None,Normal_WD,0.0,120.0,10,15.0,12,0.0,1.0,5.0,3.0,3.0,42.0,3.8181818181818183
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Rare_roof,CompShg,RARE,RARE,None,0.0,5,3,RARE,5,5,1,2.0,0.0,2.0,0.0,649.0,649.0,GasA,5,0,5.0,649,668,0,1317,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1920.0,2,1.0,250.0,5,3,2,0,54,172,0,0,0,0,3,nan,0,7,2008,WD,Normal,40000,226,226,Pave_Pave,Reg_Lvl,Reg_Inside,Reg_Gtl,170.0,3283.0,8750.0,12033.0,0.3752,inf,12033.0,1.0,Feedr_Norm,2.0,1,91,1.0,61,30,88,58,RARE_RARE,RARE_None,Normal_WD,0.0,125.0,8,15.0,12,0.0,1.0,4.0,3.0,3.0,43.0,3.909090909090909
32,20,RL,,8544,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1228.0,1228.0,GasA,7,1,5.0,1228,0,0,1228,0.0,0.0,1,1,3,1,7,6,10,0,nan,Attchd,1966.0,2,1.0,271.0,5,5,3,0,65,0,0,0,0,0,3,nan,0,6,2008,WD,Normal,149350,65,65,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,3684.0,8815.0,12499.0,0.41792399319342033,inf,12499.0,1.0,Norm_Norm,1.0,1,45,1.0,5,40,42,2,HdBoard_HdBoard,CBlock_None,Normal_WD,0.0,135.5,10,15.0,14,0.0,1.0,5.0,3.0,3.5,51.5,4.681818181818182
33,20,RL,85.0,11049,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,10,5,3,2.0,0.0,2.0,0.0,1234.0,1234.0,GasA,10,1,5.0,1234,0,0,1234,0.0,0.0,2,0,3,1,7,7,10,0,nan,Attchd,2007.0,3,2.0,484.0,5,5,3,0,30,0,0,0,0,0,0,nan,0,1,2008,WD,Normal,179900,30,30,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,129.98823529411766,3702.0,11533.0,15235.0,0.32099193618312666,inf,15235.0,1.0,Norm_Norm,1.0,1,4,0.0,4,0,1,1,VinylSd_VinylSd,PConc_None,Normal_WD,0.0,161.33333333333334,12,22.0,16,0.0,1.0,6.0,4.4,4.0,59.4,5.3999999999999995
34,20,RL,70.0,10552,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,5.5,1018.0,2.0,0.0,380.0,1398.0,GasA,7,1,5.0,1700,0,0,1700,0.0,1.0,1,1,4,1,7,6,10,1,Gd,Attchd,1959.0,3,2.0,447.0,5,5,3,0,38,0,0,0,0,0,0,nan,0,4,2010,WD,Normal,165500,38,38,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,150.74285714285713,4798.0,10999.0,15797.0,0.43622147467951633,inf,15797.0,1.0,Norm_Norm,1.0,1,52,0.0,52,0,51,51,RARE_RARE,CBlock_None,Normal_WD,0.7281831187410587,149.0,10,18.5,16,1018.0,0.2718168812589413,5.0,3.7,4.0,52.7,4.790909090909091
35,120,RL,60.0,7313,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,10,5,PConc,10,5,1,10.0,1153.0,2.0,0.0,408.0,1561.0,GasA,10,1,5.0,1561,0,0,1561,1.0,0.0,2,0,2,1,10,6,10,1,Gd,Attchd,2005.0,5,2.0,556.0,5,5,3,203,47,0,0,0,0,0,0,nan,0,8,2007,WD,Normal,277500,250,250,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,121.88333333333334,4683.0,7869.0,12552.0,0.5951200914982844,inf,12552.0,1.0,Norm_Norm,1.0,1,6,0.0,6,0,2,2,MetalSd_MetalSd,PConc_BrkFace,Normal_WD,0.7386290839205637,185.33333333333334,15,28.0,20,1153.0,0.26137091607943624,7.5,5.6,5.0,68.1,6.1909090909090905
36,60,RL,108.0,13418,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,RARE,132.0,7,5,PConc,10,5,3,2.0,0.0,2.0,0.0,1117.0,1117.0,GasA,10,1,5.0,1132,1320,0,2452,0.0,0.0,3,1,4,1,7,9,10,1,Gd,BuiltIn,2004.0,5,3.0,691.0,5,5,3,113,32,0,0,0,0,0,0,nan,0,9,2006,WD,Normal,309000,145,145,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,124.24074074074075,6021.0,14109.0,20130.0,0.4267488836912609,inf,20130.0,1.0,Norm_Norm,2.0,1,7,1.0,6,1,2,1,VinylSd_VinylSd,RARE,Normal_WD,0.0,172.75,12,22.0,20,0.0,1.0,6.0,4.4,5.0,61.4,5.581818181818182
37,20,RL,112.0,10859,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,1,2.0,0.0,2.0,0.0,1097.0,1097.0,GasA,10,1,5.0,1097,0,0,1097,0.0,0.0,1,1,3,1,5,6,10,0,nan,Attchd,1995.0,2,2.0,672.0,5,5,3,392,64,0,0,0,0,0,0,nan,0,6,2009,WD,Normal,145000,456,456,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,96.95535714285714,3291.0,11531.0,14822.0,0.285404561616512,inf,14822.0,1.0,Norm_Norm,1.0,1,17,1.0,16,1,15,14,VinylSd_VinylSd,PConc_None,Normal_WD,0.0,224.0,10,17.0,14,0.0,1.0,5.0,3.4,3.5,51.9,4.718181818181818
38,20,RL,74.0,8532,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,5,5,CBlock,5,5,1,5.5,1213.0,2.0,0.0,84.0,1297.0,GasA,7,1,5.0,1297,0,0,1297,0.0,1.0,1,0,3,1,5,5,10,1,TA,Attchd,1954.0,5,2.0,498.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,10,2009,WD,Normal,153000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,115.29729729729729,3891.0,9030.0,12921.0,0.43089700996677743,inf,12921.0,1.0,Norm_Norm,1.0,1,57,1.0,21,36,55,19,Wd Sdng_Wd Sdng,CBlock_BrkFace,Normal_WD,0.9352351580570547,166.0,10,18.5,20,1213.0,0.06476484194294525,5.0,3.7,5.0,52.7,4.790909090909091
39,20,RL,68.0,7922,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,CBlock,5,5,1,10.0,731.0,2.0,0.0,326.0,1057.0,GasA,5,1,5.0,1057,0,0,1057,1.0,0.0,1,0,3,1,7,5,10,0,nan,Detchd,1953.0,2,1.0,246.0,5,5,3,0,52,0,0,0,0,0,0,nan,0,1,2010,WD,RARE,109000,52,52,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,116.5,3171.0,8168.0,11339.0,0.38822233104799214,inf,11339.0,1.0,Norm_Norm,1.0,1,58,1.0,4,54,57,3,VinylSd_VinylSd,CBlock_None,RARE_WD,0.6915799432355724,123.0,12,23.0,14,731.0,0.30842005676442763,6.0,4.6,3.5,53.1,4.827272727272727
40,90,RL,65.0,6040,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,RARE,Plywood,None,0.0,5,5,PConc,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5,0,2.0,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,10,0,nan,RARE,,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,nan,0,6,2008,WD,RARE,82000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,92.92307692307692,2304.0,6040.0,8344.0,0.38145695364238413,inf,8344.0,1.0,Norm_Norm,1.0,1,56,0.0,56,0,53,53,RARE,PConc_None,RARE_WD,,0.0,10,0.0,0,0.0,,5.0,0.0,0.0,34.0,3.090909090909091
41,20,RL,84.0,8658,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,5,5,CBlock,5,5,1,5.5,643.0,2.0,0.0,445.0,1088.0,GasA,10,1,5.0,1324,0,0,1324,0.0,0.0,2,0,3,1,5,6,10,1,TA,Attchd,1965.0,3,2.0,440.0,5,5,3,0,138,0,0,0,0,0,5,nan,0,12,2006,WD,RARE,160000,138,138,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,103.07142857142857,3736.0,9098.0,12834.0,0.4106397010331941,inf,12834.0,1.0,Norm_Norm,1.0,1,46,0.0,46,0,41,41,Wd Sdng_Wd Sdng,CBlock_BrkFace,RARE_WD,0.5909926470588235,146.66666666666666,10,18.5,16,643.0,0.40900735294117646,5.0,3.7,4.0,54.7,4.972727272727273
42,20,RL,115.0,16905,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,CBlock,5,5,4,3.0,967.0,2.0,0.0,383.0,1350.0,GasA,7,1,5.0,1328,0,0,1328,0.0,1.0,1,1,2,1,5,5,10,2,Gd,Attchd,1959.0,3,1.0,308.0,5,5,1,0,104,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,170000,104,104,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,147.0,4006.0,17213.0,21219.0,0.23273107535002616,inf,21219.0,1.0,Norm_Norm,1.0,1,52,0.0,52,0,48,48,VinylSd_VinylSd,CBlock_None,Normal_WD,0.7162962962962963,154.0,12,19.0,16,967.0,0.2837037037037037,6.0,3.8,4.0,53.8,4.890909090909091
43,85,RL,,9180,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,7,5,3,5.0,747.0,1.0,93.0,0.0,840.0,GasA,7,1,5.0,884,0,0,884,1.0,0.0,1,0,2,1,7,5,10,0,nan,Attchd,1983.0,3,2.0,504.0,5,7,3,240,0,0,0,0,0,0,3,nan,0,12,2007,WD,Normal,144000,240,240,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,2608.0,9684.0,12292.0,0.26931020239570425,inf,12292.0,1.0,Norm_Norm,1.2,1,28,0.0,28,0,24,24,HdBoard_HdBoard,CBlock_None,Normal_WD,1.0,168.0,10,21.0,18,840.0,0.0,5.0,4.2,4.5,54.7,4.972727272727273
44,20,RL,,9200,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,7,5,3,1.0,280.0,3.0,491.0,167.0,938.0,GasA,5,1,5.0,938,0,0,938,1.0,0.0,1,0,3,1,5,5,10,0,nan,Detchd,1977.0,2,1.0,308.0,5,5,3,145,0,0,0,0,0,0,3,nan,0,7,2008,WD,Normal,130250,145,145,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,,2814.0,9508.0,12322.0,0.2959612957509466,inf,12322.0,1.0,Norm_Norm,1.0,1,36,1.0,31,5,33,28,VinylSd_VinylSd,CBlock_None,Normal_WD,0.8219616204690832,154.0,10,19.0,14,771.0,0.17803837953091683,5.0,3.8,3.5,48.3,4.390909090909091
45,20,RL,70.0,7945,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,RARE,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,5.0,179.0,3.0,506.0,465.0,1150.0,GasA,10,1,3.0,1150,0,0,1150,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1959.0,3,1.0,300.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2006,WD,Normal,141000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,113.5,3450.0,8245.0,11695.0,0.4184354154032747,inf,11695.0,1.0,Norm_Norm,1.0,1,52,0.0,52,0,47,47,RARE,CBlock_None,Normal_WD,0.5956521739130435,150.0,10,19.0,16,685.0,0.4043478260869565,5.0,3.8,4.0,51.8,4.709090909090909
46,120,RL,61.0,7658,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,10,5,PConc,10,5,1,10.0,456.0,2.0,0.0,1296.0,1752.0,GasA,10,1,5.0,1752,0,0,1752,1.0,0.0,2,0,2,1,10,6,10,1,Gd,Attchd,2005.0,3,2.0,576.0,5,5,3,196,82,0,0,0,0,0,0,nan,0,2,2010,WD,Normal,319900,278,278,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,125.54098360655738,5256.0,8234.0,13490.0,0.6383288802526111,inf,13490.0,1.0,Norm_Norm,1.0,1,6,0.0,6,0,5,5,MetalSd_MetalSd,PConc_BrkFace,Normal_WD,0.2602739726027397,192.0,15,28.0,16,456.0,0.7397260273972602,7.5,5.6,4.0,67.1,6.1
47,50,RL,48.0,12822,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,10,5,1,10.0,1351.0,2.0,0.0,83.0,1434.0,GasA,10,1,5.0,1518,631,0,2149,1.0,0.0,1,1,1,1,7,6,10,1,Ex,Attchd,2003.0,3,2.0,670.0,5,5,3,168,43,0,0,198,0,0,0,nan,0,8,2009,WD,RARE,239686,409,409,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,267.125,5732.0,13492.0,19224.0,0.4248443522087163,inf,19224.0,1.0,Norm_Norm,1.5,1,8,0.0,8,0,6,6,VinylSd_VinylSd,PConc_None,RARE_WD,0.9421199442119944,223.33333333333334,12,28.0,16,1351.0,0.05788005578800558,6.0,5.6,4.0,60.6,5.509090909090909
48,20,FV,84.0,11096,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,10.0,24.0,2.0,0.0,1632.0,1656.0,GasA,10,1,5.0,1656,0,0,1656,0.0,0.0,2,0,3,1,7,7,10,0,nan,Attchd,2006.0,3,3.0,826.0,5,5,3,0,146,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,249700,146,146,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,132.0952380952381,4968.0,11922.0,16890.0,0.41670860593860093,inf,16890.0,1.0,Norm_Norm,1.0,1,5,0.0,5,0,1,1,VinylSd_VinylSd,PConc_None,Normal_WD,0.014492753623188406,206.5,12,27.0,16,24.0,0.9855072463768116,6.0,5.4,4.0,60.4,5.490909090909091
49,190,RM,33.0,4456,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,5,5,1,2.0,0.0,2.0,0.0,736.0,736.0,GasA,7,1,5.0,736,716,0,1452,0.0,0.0,2,0,2,3,5,8,10,0,nan,RARE,,0,0.0,0.0,0,0,2,0,0,102,0,0,0,0,0,nan,0,6,2009,New,Partial,113000,102,102,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,135.03030303030303,3640.0,4456.0,8096.0,0.8168761220825853,inf,8096.0,1.0,Norm_Norm,2.0,1,91,1.0,3,88,89,1,MetalSd_MetalSd,RARE_None,Partial_New,0.0,0.0,10,15.0,0,0.0,1.0,5.0,3.0,0.0,44.0,4.0
50,20,RL,66.0,7742,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,1,3.0,763.0,2.0,0.0,192.0,955.0,GasA,10,1,5.0,955,0,0,955,1.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1966.0,2,1.0,386.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,1,2007,WD,Normal,127000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,117.3030303030303,2865.0,8128.0,10993.0,0.35248523622047245,inf,10993.0,1.0,Norm_Norm,1.0,1,45,0.0,45,0,41,41,HdBoard_HdBoard,CBlock_None,Normal_WD,0.7989528795811518,193.0,10,16.0,14,763.0,0.20104712041884817,5.0,3.2,3.5,53.7,4.881818181818182
51,60,RL,,13869,Pave,nan,IReg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,3,10.0,182.0,2.0,0.0,612.0,794.0,GasA,7,1,5.0,794,676,0,1470,0.0,1.0,2,0,3,1,5,6,10,0,nan,Attchd,1997.0,5,2.0,388.0,5,5,3,0,75,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,177000,75,75,Pave_nan,IReg_Lvl,IReg_Corner,IReg_Gtl,,3734.0,14257.0,17991.0,0.26190643192817564,inf,17991.0,1.0,Norm_Norm,2.0,1,14,0.0,14,0,10,10,VinylSd_VinylSd,PConc_None,Normal_WD,0.22921914357682618,129.33333333333334,10,27.0,20,182.0,0.7707808564231738,5.0,5.4,5.0,54.4,4.945454545454545
52,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,1,2.0,0.0,2.0,0.0,816.0,816.0,GasA,5,1,5.0,816,0,360,1176,0.0,0.0,1,0,3,1,5,6,10,1,Gd,Detchd,1985.0,2,2.0,528.0,5,5,3,112,0,0,0,0,0,0,3,Shed,400,9,2006,WD,Normal,114500,112,112,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,2808.0,6768.0,9576.0,0.4148936170212766,26.6,9216.0,0.9624060150375939,Norm_Norm,1.5,1,77,1.0,61,16,72,56,Wd Sdng_Wd Sdng,PConc_None,Normal_WD,0.0,176.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,49.5,4.5
53,90,RM,110.0,8472,Grvl,nan,IReg,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,5,CBlock,7,5,4,1.0,104.0,10.0,712.0,0.0,816.0,GasA,5,0,5.0,816,0,0,816,1.0,0.0,1,0,2,1,5,5,10,0,nan,RARE,1963.0,2,2.0,516.0,5,5,3,106,0,0,0,0,0,0,0,nan,0,5,2010,WD,Normal,110000,106,106,Grvl_nan,IReg_Bnk,IReg_Corner,RARE,77.01818181818182,2448.0,8988.0,11436.0,0.27236315086782376,inf,11436.0,1.0,RARE,1.0,1,48,0.0,48,0,47,47,Wd Sdng_Wd Sdng,CBlock_None,Normal_WD,1.0,172.0,8,27.0,14,816.0,0.0,4.0,5.4,3.5,47.9,4.3545454545454545
54,20,RL,68.0,50271,Pave,nan,IReg,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,RARE,RARE,None,0.0,7,5,CBlock,10,5,4,10.0,1810.0,2.0,0.0,32.0,1842.0,GasA,7,1,5.0,1842,0,0,1842,2.0,0.0,0,1,0,1,7,5,10,1,Gd,Attchd,1981.0,5,3.0,894.0,5,5,3,857,72,0,0,0,0,0,0,nan,0,11,2006,WD,Normal,385000,929,929,Pave_nan,IReg_Low,IReg_Inside,IReg_Gtl,739.2794117647059,5526.0,51165.0,56691.0,0.10800351802990325,inf,56691.0,1.0,Norm_Norm,1.0,1,30,1.0,24,6,25,19,RARE_RARE,CBlock_None,Normal_WD,0.9826275787187839,223.5,12,31.0,20,1810.0,0.01737242128121607,6.0,6.2,5.0,61.2,5.5636363636363635
55,80,RL,60.0,7134,Pave,nan,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.0,384.0,2.0,0.0,0.0,384.0,GasA,5,1,5.0,1360,0,0,1360,0.0,0.0,1,0,3,1,5,6,8,1,TA,Detchd,1962.0,2,2.0,572.0,5,5,3,0,50,0,0,0,0,0,3,nan,0,2,2007,WD,Normal,130000,50,50,Pave_nan,Reg_Bnk,Reg_Inside,RARE,118.9,3104.0,7706.0,10810.0,0.4028030106410589,inf,10810.0,1.0,Norm_Norm,1.3,1,56,0.0,56,0,52,52,MetalSd_MetalSd,CBlock_None,Normal_WD,1.0,190.66666666666666,10,18.0,14,384.0,0.0,5.0,3.6,3.5,46.1,4.190909090909091
56,20,RL,100.0,10175,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,5,5,CBlock,5,5,1,3.0,490.0,2.0,0.0,935.0,1425.0,GasA,7,1,5.0,1425,0,0,1425,0.0,0.0,2,0,3,1,5,7,10,1,Gd,Attchd,1964.0,3,2.0,576.0,5,5,3,0,0,0,407,0,0,0,0,nan,0,7,2008,WD,Normal,180500,407,407,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,101.75,4275.0,10751.0,15026.0,0.397637429076365,inf,15026.0,1.0,Norm_Norm,1.0,1,47,0.0,47,0,44,44,RARE,CBlock_BrkFace,Normal_WD,0.34385964912280703,192.0,10,16.0,16,490.0,0.656140350877193,5.0,3.2,4.0,51.2,4.654545454545455
